model_name,num_reaction,num_species,trunceated_weak,truncated_strong,is_boundary_network,probability_of_occurrence_strong,probability_of_occurrence_weak
BIOMD0000000585,0,28,,,True,,
BIOMD0000000645,0,6,,,True,,
BIOMD0000000671,0,7,,,True,,
BIOMD0000000561,0,1,,,True,,
BIOMD0000000486,2,2,0.0,0.0,False,0.03833,0.03814
BIOMD0000000047,3,2,0.0,0.0,False,0.01332,0.01362
BIOMD0000000387,4,7,0.0,0.0,False,0.0,0.0
BIOMD0000000454,4,8,0.0,0.0,False,0.0,0.0
BIOMD0000000114,4,2,0.0,0.0,False,0.0014,0.00139
BIOMD0000000793,5,2,0.0,0.0,True,0.00011,0.00011
BIOMD0000000062,5,4,0.0,0.0,True,0.0,0.0
BIOMD0000000815,6,2,0.0,0.0,True,0.0,0.0
BIOMD0000000900,6,3,1e-05,4e-05,True,0.0,1e-05
BIOMD0000000158,6,3,0.0,0.0,False,1e-05,1e-05
BIOMD0000000845,7,3,0.0,0.0,False,0.0,0.0
BIOMD0000000968,7,10,0.0,0.0,False,0.0,0.0
BIOMD0000000938,8,5,0.0,0.0,True,0.0,0.0
BIOMD0000000112,8,10,0.0,0.0,False,0.0,0.0
BIOMD0000000192,9,13,0.0,0.0,False,0.0,0.0
BIOMD0000000698,9,7,0.0,0.0,False,0.0,0.0
BIOMD0000000197,10,7,0.0,0.0,False,0.0,0.0
BIOMD0000000844,10,9,0.0,0.0,True,0.0,0.0
BIOMD0000000016,10,7,0.0,0.0,False,0.0,0.0
BIOMD0000000647,11,11,,,False,,
BIOMD0000000395,12,23,,,False,,
BIOMD0000001042,12,6,,,True,,
BIOMD0000000908,13,7,,,True,,
BIOMD0000000761,14,6,,,True,,
BIOMD0000000896,15,9,,,False,,
BIOMD0000000355,17,9,,,False,,
BIOMD0000000988,18,20,,,False,,
BIOMD0000000621,20,35,,,True,,
BIOMD0000001006,21,10,,,False,,
BIOMD0000000110,22,15,,,False,,
BIOMD0000000467,24,20,,,False,,
BIOMD0000000294,26,11,,,False,,
BIOMD0000000811,29,6,,,True,,
BIOMD0000000011,30,22,,,False,,
BIOMD0000001027,33,20,,,False,,
BIOMD0000000393,36,58,,,False,,
BIOMD0000000516,40,50,,,False,,
BIOMD0000000095,46,19,,,False,,
BIOMD0000000147,51,24,,,False,,
BIOMD0000000575,58,76,,,False,,
BIOMD0000000230,64,26,,,False,,
BIOMD0000000994,66,23,,,False,,
BIOMD0000000833,83,61,,,False,,
BIOMD0000000634,112,69,,,False,,
BIOMD0000000109,138,57,,,False,,
BIOMD0000000628,587,135,,,False,,
BIOMD0000000346,0,2,,,True,,
BIOMD0000000642,0,4,,,True,,
BIOMD0000000299,0,3,,,True,,
BIOMD0000000402,0,4,,,True,,
BIOMD0000000138,1,1,0.0,0.0,True,0.09825,0.09901
BIOMD0000000567,2,2,0.0,0.0,False,0.0,0.0
BIOMD0000000128,3,3,0.00078,0.00057,True,0.00025,0.00035
BIOMD0000000974,4,6,0.0,0.0,False,0.0,0.0
BIOMD0000001031,4,3,0.0,0.0,False,0.00057,0.00056
BIOMD0000000758,4,2,0.0,0.0,True,0.00026,0.00029
BIOMD0000000337,5,3,0.0,0.0,False,0.0,0.0
BIOMD0000000966,6,7,0.0,0.0,False,0.0,0.0
BIOMD0000001007,6,4,0.0,0.0,False,0.0,0.0
BIOMD0000000884,6,3,1e-05,2e-05,True,0.0,0.0
BIOMD0000000904,7,4,0.0,0.0,True,0.0,0.0
BIOMD0000000198,7,12,0.0,0.0,False,0.0,0.0
BIOMD0000000781,8,3,0.0,0.0,True,0.0,0.0
BIOMD0000000915,8,10,0.0,0.0,False,0.0,0.0
BIOMD0000000366,8,12,0.0,0.0,False,0.0,0.0
BIOMD0000000322,9,4,0.0,0.0,False,0.0,0.0
BIOMD0000000765,9,4,0.0,0.0,False,0.0,0.0
BIOMD0000000903,10,5,0.0,0.0,True,0.0,0.0
BIOMD0000000616,10,4,0.0,0.0,True,0.0,0.0
BIOMD0000000354,11,6,,,False,,
BIOMD0000000766,11,5,,,False,,
BIOMD0000000465,12,16,,,False,,
BIOMD0000000863,13,6,,,False,,
BIOMD0000000792,14,6,,,True,,
BIOMD0000000046,15,16,,,False,,
BIOMD0000000313,16,16,,,False,,
BIOMD0000000615,17,4,,,True,,
BIOMD0000000525,19,18,,,False,,
BIOMD0000000889,20,12,,,True,,
BIOMD0000000637,22,12,,,False,,
BIOMD0000000739,23,24,,,False,,
BIOMD0000000687,25,15,,,False,,
BIOMD0000000829,28,13,,,True,,
BIOMD0000000600,29,18,,,False,,
BIOMD0000000786,32,16,,,False,,
BIOMD0000000434,35,34,,,False,,
BIOMD0000000070,38,45,,,False,,
BIOMD0000000498,44,21,,,False,,
BIOMD0000000073,48,16,,,False,,
BIOMD0000000412,56,79,,,False,,
BIOMD0000000569,62,21,,,False,,
BIOMD0000000536,66,39,,,False,,
BIOMD0000000468,74,79,,,False,,
BIOMD0000000056,94,54,,,False,,
BIOMD0000000594,120,33,,,False,,
BIOMD0000000473,298,713,,,False,,
BIOMD0000000381,0,5,,,True,,
BIOMD0000000330,0,5,,,True,,
BIOMD0000000925,0,16,,,True,,
BIOMD0000000370,0,32,,,True,,
something,1,2,0.0,0.0,False,0.50908,0.50834
BIOMD0000000225,3,5,0.0,0.0,False,0.0,0.0
BIOMD0000000601,3,5,0.0,0.0,False,0.0,0.0
BIOMD0000000425,4,1,0.0,0.0,True,0.0011,0.00117
BIOMD0000000850,4,3,0.0,0.0,False,0.00058,0.00056
BIOMD0000000980,4,5,3e-05,1e-05,False,0.0,0.0
BIOMD0000000121,5,6,0.0,0.0,False,0.0,0.0
BIOMD0000000838,6,3,3e-05,2e-05,True,0.0,0.0
BIOMD0000000321,6,3,0.0,0.0,False,2e-05,2e-05
BIOMD0000000894,6,3,2e-05,0.0,True,1e-05,0.0
BIOMD0000000520,7,3,0.0,0.0,False,0.0,0.0
BIOMD0000000004,7,5,0.0,0.0,False,0.0,0.0
BIOMD0000000380,8,16,0.0,0.0,False,0.0,0.0
BIOMD0000000892,8,4,0.0,0.0,True,0.0,0.0
BIOMD0000000986,8,8,0.0,0.0,False,0.0,0.0
BIOMD0000000518,9,4,0.0,0.0,False,0.0,0.0
BIOMD0000000413,9,5,0.0,0.0,False,0.0,0.0
BIOMD0000000120,10,5,0.0,0.0,False,0.0,0.0
BIOMD0000000010,10,8,0.0,0.0,False,0.0,0.0
BIOMD0000000327,11,8,,,False,,
BIOMD0000001054,11,7,,,False,,
BIOMD0000000289,12,5,,,False,,
BIOMD0000000524,13,18,,,False,,
BIOMD0000000744,14,5,,,True,,
BIOMD0000001017,15,13,,,False,,
BIOMD0000000710,16,7,,,False,,
BIOMD0000000170,17,7,,,False,,
BIOMD0000000111,19,10,,,True,,
BIOMD0000000336,20,18,,,False,,
BIOMD0000000427,22,21,,,False,,
BIOMD0000000428,23,31,,,False,,
BIOMD0000001018,25,22,,,False,,
BIOMD0000000430,28,27,,,False,,
BIOMD0000000164,29,26,,,False,,
BIOMD0000000022,32,13,,,False,,
BIOMD0000000633,35,50,,,False,,
BIOMD0000000273,38,19,,,False,,
BIOMD0000000140,45,24,,,False,,
BIOMD0000000701,48,36,,,False,,
BIOMD0000000598,56,28,,,False,,
BIOMD0000000656,62,54,,,False,,
BIOMD0000001003,66,23,,,False,,
BIOMD0000000450,74,53,,,False,,
BIOMD0000000105,94,39,,,False,,
BIOMD0000000019,125,100,,,False,,
BIOMD0000000014,300,86,,,False,,
BIOMD0000000234,0,1,,,True,,
BIOMD0000000533,0,11,,,True,,
BIOMD0000000659,0,7,,,True,,
BIOMD0000000373,0,7,,,True,,
BIOMD0000000104,2,6,0.0,0.0,False,0.0,0.0
BIOMD0000000282,3,6,0.0,0.0,False,5e-06,1e-05
BIOMD0000000027,4,5,0.0,0.0,False,0.0,0.0
BIOMD0000000292,4,6,0.0,0.0,False,0.0,0.0
BIOMD0000000774,4,2,0.0,0.0,False,0.00108,0.001
BIOMD0000000036,5,3,0.0,0.0,False,0.00012,0.0001
BIOMD0000000077,5,8,0.0,0.0,False,0.0,0.0
BIOMD0000001048,6,3,0.0,0.0,False,0.0,0.0
BIOMD0000000733,6,3,1e-05,1e-05,True,0.0,0.0
BIOMD0000000944,6,3,2e-05,0.0,True,0.0,0.0
BIOMD0000000918,7,8,0.0,0.0,True,0.0,0.0
BIOMD0000000772,7,4,0.0,0.0,False,0.0,0.0
BIOMD0000000044,8,4,0.0,0.0,False,0.0,0.0
BIOMD0000000063,8,9,0.0,0.0,False,0.0,0.0
BIOMD0000000353,9,28,,,False,,
BIOMD0000001021,9,7,0.0,0.0,False,0.0,0.0
BIOMD0000000545,10,14,0.0,0.0,False,0.0,0.0
BIOMD0000000887,10,4,0.0,0.0,False,0.0,0.0
BIOMD0000000639,10,17,0.0,0.0,False,0.0,0.0
BIOMD0000000879,11,3,,,True,,
BIOMD0000000828,12,6,,,True,,
BIOMD0000000768,13,5,,,True,,
BIOMD0000000921,13,5,,,True,,
BIOMD0000001052,14,3,,,True,,
BIOMD0000000563,15,10,,,False,,
BIOMD0000000318,17,7,,,False,,
BIOMD0000000181,18,6,,,True,,
BIOMD0000000030,20,18,,,False,,
BIOMD0000000090,21,26,,,False,,
BIOMD0000000703,22,11,,,True,,
BIOMD0000000061,24,25,,,False,,
BIOMD0000000926,26,8,,,False,,
BIOMD0000000342,29,21,,,False,,
BIOMD0000000165,30,37,,,False,,
BIOMD0000000704,33,17,,,False,,
BIOMD0000000347,36,26,,,False,,
BIOMD0000000582,41,40,,,False,,
BIOMD0000000097,46,19,,,False,,
BIOMD0000000297,51,19,,,False,,
BIOMD0000000603,58,29,,,False,,
BIOMD0000000356,64,32,,,False,,
BIOMD0000000995,66,23,,,False,,
BIOMD0000000943,83,52,,,False,,
BIOMD0000000488,112,69,,,False,,
BIOMD0000000608,140,52,,,False,,
BIOMD0000000235,778,622,,,False,,
BIOMD0000000618,0,52,,,True,,
BIOMD0000000241,0,5,,,True,,
BIOMD0000000920,0,4,,,True,,
BIOMD0000000401,0,3,,,True,,
BIOMD0000001026,2,1,0.0,0.0,True,0.026515,0.02738
BIOMD0000000460,3,4,0.0,0.0,False,0.00264,0.00267
BIOMD0000000386,4,6,0.0,0.0,False,0.0,0.0
BIOMD0000000319,4,3,0.0,0.0,False,0.0,0.0
BIOMD0000000614,4,1,0.0,0.0,True,0.00109,0.00111
BIOMD0000000624,5,7,0.0,0.0,False,0.0,0.0
BIOMD0000000868,5,5,0.0,0.0,False,0.0,0.0
BIOMD0000000419,6,3,2e-05,2e-05,True,0.0,0.0
BIOMD0000001030,6,3,5e-05,1e-05,True,0.0,0.0
BIOMD0000000159,6,3,0.0,0.0,False,2e-05,2e-05
BIOMD0000000846,7,3,0.0,0.0,False,0.0,0.0
BIOMD0000000821,7,3,0.0,0.0,True,0.0,0.0
BIOMD0000000865,8,4,0.0,0.0,True,0.0,0.0
BIOMD0000001035,8,4,0.0,0.0,False,0.0,0.0
BIOMD0000000187,9,11,0.0,0.0,False,0.0,0.0
BIOMD0000000985,9,7,0.0,0.0,False,0.0,0.0
BIOMD0000000433,10,11,0.0,0.0,False,0.0,0.0
BIOMD0000000116,10,6,0.0,0.0,False,0.0,0.0
BIOMD0000000145,11,7,,,True,,
BIOMD0000000715,11,5,,,False,,
BIOMD0000000037,12,12,,,False,,
BIOMD0000000796,13,5,,,False,,
BIOMD0000000955,13,8,,,False,,
BIOMD0000000770,14,4,,,False,,
BIOMD0000000202,15,9,,,False,,
BIOMD0000000085,17,17,,,False,,
BIOMD0000000872,18,7,,,False,,
BIOMD0000000839,20,8,,,False,,
BIOMD0000000853,21,9,,,False,,
BIOMD0000000788,22,8,,,False,,
BIOMD0000000806,25,6,,,False,,
BIOMD0000000856,26,26,,,False,,
BIOMD0000000426,29,34,,,False,,
BIOMD0000000623,31,31,,,False,,
BIOMD0000000951,33,34,,,False,,
BIOMD0000000476,36,16,,,False,,
BIOMD0000000160,41,25,,,False,,
BIOMD0000000032,47,37,,,False,,
BIOMD0000000265,52,23,,,False,,
BIOMD0000000613,58,31,,,False,,
BIOMD0000000445,64,32,,,False,,
BIOMD0000000332,69,78,,,False,,
BIOMD0000000883,85,75,,,False,,
BIOMD0000000636,113,78,,,False,,
BIOMD0000000667,148,103,,,False,,
BIOMD0000000595,1490,218,,,False,,
BIOMD0000000554,0,51,,,True,,
BIOMD0000000681,0,4,,,True,,
BIOMD0000000266,0,8,,,True,,
BIOMD0000000589,0,13,,,True,,
BIOMD0000000119,1,1,0.0,0.0,True,0.09842000000000001,0.097935
BIOMD0000000566,2,2,0.0,0.0,False,0.0,0.0
BIOMD0000000458,3,7,0.0,0.0,False,0.0,0.0
BIOMD0000000236,4,7,0.0,0.0,False,0.0,0.0
BIOMD0000001024,4,2,0.0,0.0,True,0.00019,0.0003
BIOMD0000000558,4,2,0.0,0.0,True,0.00023,0.00029
BIOMD0000000054,5,3,0.0,0.0,False,0.0,0.0
BIOMD0000000973,6,2,0.0,0.0,True,1e-05,1e-05
BIOMD0000000912,6,3,4e-05,2e-05,True,0.0,0.0
BIOMD0000000890,6,3,2e-05,0.0,True,0.0,0.0
BIOMD0000000125,7,5,0.0,0.0,True,0.0,0.0
BIOMD0000000167,7,9,0.0,0.0,False,0.0,0.0
BIOMD0000000965,8,5,0.0,0.0,False,0.0,0.0
BIOMD0000000295,8,5,0.0,0.0,False,0.0,0.0
BIOMD0000000358,8,12,0.0,0.0,False,0.0,0.0
BIOMD0000000877,9,4,0.0,0.0,False,0.0,0.0
BIOMD0000000764,9,4,0.0,0.0,False,0.0,0.0
BIOMD0000000325,10,6,0.0,0.0,False,0.0,0.0
BIOMD0000000199,10,15,0.0,0.0,False,0.0,0.0
BIOMD0000000023,11,13,,,False,,
BIOMD0000000206,11,9,,,False,,
BIOMD0000000314,12,12,,,False,,
BIOMD0000000523,13,18,,,False,,
BIOMD0000000584,14,35,,,False,,
BIOMD0000000722,15,5,,,False,,
BIOMD0000000065,16,9,,,False,,
BIOMD0000000658,17,16,,,False,,
BIOMD0000000526,19,18,,,False,,
BIOMD0000000137,20,21,,,False,,
BIOMD0000000557,22,25,,,False,,
BIOMD0000000107,23,14,,,False,,
BIOMD0000000042,25,15,,,False,,
BIOMD0000000315,27,20,,,False,,
BIOMD0000000953,29,27,,,False,,
BIOMD0000000182,32,37,,,False,,
BIOMD0000000200,34,22,,,False,,
BIOMD0000000625,38,19,,,False,,
BIOMD0000000479,44,28,,,False,,
BIOMD0000000702,48,36,,,False,,
BIOMD0000000256,56,27,,,False,,
BIOMD0000000705,61,43,,,False,,
BIOMD0000000999,66,23,,,False,,
BIOMD0000000674,73,53,,,False,,
BIOMD0000000286,93,59,,,False,,
BIOMD0000000152,120,64,,,False,,
BIOMD0000000471,282,657,,,False,,
BIOMD0000000555,0,1,,,True,,
BIOMD0000000252,0,4,,,True,,
BIOMD0000000531,0,1,,,True,,
BIOMD0000000947,0,9,,,True,,
BIOMD0000000836,0,2,,,True,,
BIOMD0000001040,2,1,0.0,0.0,True,0.02712,0.02706
BIOMD0000000060,3,4,0.00033,0.00042,False,0.00089,0.00096
BIOMD0000000178,4,6,0.0,0.0,False,0.0,0.0
BIOMD0000000312,4,3,0.00031,0.00029,True,0.0,0.0
BIOMD0000000799,4,2,0.0,0.0,True,0.00021,0.00028
BIOMD0000000040,5,5,0.0,0.0,False,0.0,0.0
BIOMD0000000224,6,4,0.0,0.0,False,0.0,0.0
BIOMD0000000906,6,3,2e-05,5e-05,True,0.0,0.0
BIOMD0000000847,6,4,0.0,0.0,False,0.0,0.0
BIOMD0000000753,7,2,0.0,0.0,True,0.0,0.0
BIOMD0000000869,7,5,0.0,0.0,False,0.0,0.0
BIOMD0000000435,8,4,0.0,0.0,True,0.0,0.0
BIOMD0000000875,8,4,0.0,0.0,False,0.0,0.0
BIOMD0000000359,8,9,0.0,0.0,False,0.0,0.0
BIOMD0000001016,9,8,0.0,0.0,False,0.0,0.0
BIOMD0000000809,9,4,0.0,0.0,True,0.0,0.0
BIOMD0000000721,10,5,0.0,0.0,False,0.0,0.0
BIOMD0000000204,10,12,0.0,0.0,False,0.0,0.0
BIOMD0000000221,11,12,,,False,,
BIOMD0000000748,11,4,,,False,,
BIOMD0000000529,12,13,,,False,,
BIOMD0000000871,13,8,,,False,,
BIOMD0000000547,14,12,,,False,,
BIOMD0000000208,15,6,,,False,,
BIOMD0000000651,16,29,,,False,,
BIOMD0000000661,17,7,,,True,,
BIOMD0000000823,18,16,,,False,,
BIOMD0000000245,20,11,,,False,,
BIOMD0000000436,22,13,,,False,,
BIOMD0000000243,23,23,,,False,,
BIOMD0000000731,25,18,,,False,,
BIOMD0000000169,27,11,,,False,,
BIOMD0000000895,29,9,,,False,,
BIOMD0000000794,32,17,,,False,,
BIOMD0000000503,34,76,,,False,,
BIOMD0000000599,37,30,,,False,,
BIOMD0000000161,43,46,,,False,,
BIOMD0000000640,48,45,,,False,,
BIOMD0000000597,56,28,,,False,,
BIOMD0000000268,61,44,,,False,,
BIOMD0000000998,66,23,,,False,,
BIOMD0000000537,73,44,,,False,,
BIOMD0000000571,92,76,,,False,,
BIOMD0000000544,119,108,,,False,,
BIOMD0000000472,282,657,,,False,,
BIOMD0000000368,0,8,,,True,,
BIOMD0000000527,0,1,,,True,,
BIOMD0000000277,0,3,,,True,,
BIOMD0000000367,0,3,,,True,,
BIOMD0000001025,2,4,0.0,0.0,True,0.0,0.0
BIOMD0000000068,3,9,0.0,0.0,False,0.0,0.0
BIOMD0000000231,4,6,0.0,0.0,False,0.0,0.0
BIOMD0000001013,4,2,0.0,0.0,True,0.00027,0.00023
BIOMD0000000760,4,2,0.0,0.0,True,0.00021,0.00019
BIOMD0000000546,5,3,0.0,0.0,False,7e-05,7e-05
BIOMD0000000115,5,2,0.0,0.0,False,0.0008,0.00086
